timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1532696426684,21,GET Request,200,,Smoke Test 1-1,text,true,,3415,227,1,1,21,0,1
